"Name";"Category";"user_score";"precision";"rn";"Synonyms";"main_link";"tags";"Price";"years_since_relevant";"DataSource";"Description";"Manual_In";"Manual_Out";"Automatic_In";"Automatic_Out";"Link_Out";"Link_In";"fastgreedy_order";"edgebetw_order";"cluster_fast_greedy";"cluster_edge_betweenness";"cluster_spinglass";"frequency";"KeysFirstRow";"KeyIncidence";"KeyRepetition";"KeyInPopular";"CentDegree";"CentClosens";"CentBetweens";"CentEigenvec";"tagSum";"fastgreedy_height";"edgebetw_height";"main_site"
"Biosensics";"device";2;;1036;"BalanSens,PamSys,LegSys";"biosensics.com/products/balansens/";"Tracker,Activity sensor,Bluetooth,Windows,OSX,In production,Balance analysis,iOS,Windows Mobile,Android,Gait analysis";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable sensor for quantitative gait analysis Wearable system for balance assessment Wearable platform for long-term objective evaluation of physical activity during everyday life";"temporal and spatial gait parameters,ankle and hip angles,pelvis movement,accelerometer,gyroscope,center of mass motion,anterior-posterior motion,medial-lateral motion,sway velocity,sway area,reciprocal compensatory index,posture,postural transitions,gait,falls,electrocardiogram,global positioning system";"";"";"";"";"";;;;;;;;;;;;;;;;;;"biosensics.com"
"BitBanger Labs";"device";0;;1037;"Remee dream";"sleepwithremee.com/";"Glasses,Dreaming,night,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Device designed to increase the frequency of Lucid Dreams";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sleepwithremee.com"
"bitesnap";"app";6;9;1038;"";"";"";3;0;"DIM";"";"";"googlefit,csv file";"";"";"";"";29;35;4;1;3;66;1;373;11.6273;1.2895;2;0.003;7.25;0.0644;0;23;23;"NA"
"blood glucose";"whattomeasure";2.5;;21;"BG,Blood sugar,Blood glucose meter,cgm,continuous glucose monitoring";"";"";;;"DIM";"";"dexcom,glooko,ihealth align,ihealth smart";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"blood pressure";"whattomeasure";2.5;;23;"BP,Blood pressure monitor,continuous blood pressure,NIBP,Non-invasive Blood Pressure,Sphygmomanometer";"";"";;;"DIM";"";"ihealth feel,ihealth sense,omron 10 series wireless upper arm blood pressure monitor,qardioarm,welchallyn home 1500 blood pressure monitor,withings blood pressure monitor";"ppg,ekg";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Blood type";"whattomeasure";2.5;;27;"";"";"";;;"DIM";"";"blood test";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"BMI";"whattomeasure";2.5;;28;"body mass index,Body weight,BMR,Body measurements";"";"";;;"DIM";"";"fitbit aria 2,ihealth wireless body analysis scale,qardio base,withings smart kid scale,withings wireless scale,withings smart body analyzer";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Body composition";"whattomeasure";2.5;;30;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Body temperature";"whattomeasure";2.5;;31;"";"";"";;;"DIM";"";"temperature";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"bodytrack";;8;8;1039;"";"";"";;4;"DIM";"";"";"";"";"";"";"";31;27;3;2;8;106;10;383;7.9426;1.5587;4;0.0035;38;0.3809;0;3;3;"NA"
"Bowelle IBS tracker";"app";1;;1040;"Bowelle,Cane Media Ltd.";"bowelle.com/";"Health & Fitness,Motivation,Health,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"Do you have irritable bowel syndrome (IBS) or any other gastrointestinal (GI) symptoms? Then this app has been created for you. It is completely free without ads and in-app purchases. Bowelle allows you to easily keep a record of how you feel and track it over time. Additionally you can track food water intake stress levels bowel movements notes and custom fields you define. By keeping a journal you may learn significantly more about your patterns and possible triggers. Bowelle offers: A record of: <U+0082>G How you feel <U+0082>G What you eat <U+0082>G Water intake <U+0082>G Stress levels <U+0082>G Bowel movements <U+0082>G Notes <U+0082>G Up to 5 custom fields Charts <U+0082>G Visual representations allows you to determine how you feel over longer periods of time. Daily average <U+0082>G The daily averages are easily accessible from the side menu. <U+0082>G They are also configurable and can be based on the past 14 30 or 60 days. Alternatively you can base it on all existing data. Overview <U+0082>G Use the detailed overview to see all data. <U+0082>G Filter it by what you are interested in to narrow down the scope. <U+0082>G Export your data via email and share it with your doctor nutritionist or dietitian. Download Bowelle now and start keeping a journal today! --- A word from the developer It is stunning to read studies indicating that as many as 10-20% of the world<U+0082><c4><f4>s population have IBS. The symptoms can vary so considerably from individual to individual that one may wonder if it is even the same condition. I created Bowelle because there is a need for a fresh and modern approach in the marketplace. If you are reading this chances are that your symptoms are affecting your life more than you like. By keeping a record every day my hope is that you will identify some of the triggers causing your symptoms. If you have any suggestions or feedback feel free to drop me a note at feedback@bowelle.com. I am developing Bowelle on my (limited) spare time but will listen to everything coming my way. - Robert Gummesson NA";"custom input,water,ibs symptoms,emotions,stress level,symptoms";"email export";"";"";"";"";;;;;;;;;;;;;;;;;;"bowelle.com"
"bowels";"whattomeasure";3;5;1041;"";"";"";;0;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Bragi Dash";"device";3;;1042;"Bragi";"bragi.com/";"Earphones,Bluetooth,Android,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Bluetooth-connected headphones with sensors";"heart rate,accelerometer,gyroscope,thermometer,oximeter";"shimmer,google fit,applehealth,bluetooth,api";"";"";"";"";;;;;;;;;;;;;;;;;;"bragi.com"
"BreqLabs";"device";3;;1043;"ExoGlove";"breqlabs.com/website/";"Gloves,Virtual reality,glove,wireless,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Virtual reality glove";"motion analysis,ultrasonic tracking,inertial measurement unit sensor";"api";"";"";"";"";;;;;;;;;;;;;;;;;;"breqlabs.com"
"breathing";"whattomeasure";2.5;;36;"breath patterns";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"buhel.com";"device";0;;1044;"SG04/SG05 wearable glasseses,D01/D02 wearable glasseses";"buhel.com/";"Glasses,bone-conductivity,Bluetooth,iOS,Android,Windows Mobile,Blackberry,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable smart glasses with speakers";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"buhel.com"
"photoplethysmography";"sensor";6;5;37;"blood volume pulse,ppg,multi-site photoplethysmography,MPPG,photoplethysmograph,photoplethysmography sensor";"";"";;;"DIM";"In this case,a PPG can be obtained from a pulse oximeter on the head,with the most common sites being the ear,nasal septum,and forehead. PPG can also be configured as multi-site photoplethysmography (MPPG),e.g. making simultaneous measurements from the right and left ear lobes,index fingers and great toes,and offering further opportunities for the assessment of patients with suspected peripheral arterial disease,autonomic dysfunction,endothelial dysfunction,and arterial stiffness. MPPG also offers significant potential for data mining,e.g. using deep learning,as well as a range of other innovative pulse wave analysis techniques. [5][6][7][8]";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Calculator &for WWPP";"app";2;;1046;"Matt Donders";"mattdonders.com/android,mattdonders.com/";"Health & Fitness,paidServices,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Welcome to the latest and greatest version of Calculator & Tracker for WWPP - Version 4! This release has been months in the making and has been rewritten and redesigned from the ground up to make updates and enhancements easier than ever.Calculate your food's points using the new Weight Watchers Points Plus system or the original Classic Points system then record these points using the new and improved tracker. Don't know how many points you can eat on a daily basis? Use the Daily Points Allowance section inside the app! Don't want to have to enter your food's nutritional facts over and over again? Good! In the latest version you can store these foods in your personal food database which allows for quick & easy access to the 20 foods you eat most frequently. An in-app purchase will unlock your entire food database. --- In-App Purchase Descriptions<U+0082>G Ad Removal - Removes ads from the bottom of the screen.<U+0082>G FULL Pro - Includes ad removal & unlocks your Food List. --- Some Notable V4.0 Features<U+0082>G View your daily points history!<U+0082>G All fields now accept decimal values!<U+0082>G All in-app purchase bugs are fixed.<U+0082>G All V3.x bugs are fixed! --- NOTE: This application is not affiliated with Weight Watchers International. Please send all bug reports & feature requests to android@mattdonders.com before leaving negative comments as I will try to fix them in the next version.";"custom input,favorite eaten foods,database input,frequently eaten foods,generic input";"";"";"";"";"";;;;;;;;;;;;;;;;;;"mattdonders.com"
"Calorie Carb & Fat Counter Virtuagym";"app";4;;1047;"Calorie Carb & Fat Counter,Virtuagym";"virtuagym.com,virtuagym.com/food,virtuagym.com/food";"Health & Fitness,Motivation,paidServices,iOS,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"Virtuagym Food: Helping you to live healthy and feel great. Get a free personalized nutrition plan by answering a few questions about your lifestyle and goals. We support plans for many goals: weight loss maintaining weight weight gain and building muscle. Eat what you want but keep an eye on those calories carbs and fats! FEATURES * Food Database Validated by Expert Nutritionists * Add your own foods * Save meals and add them instantly next time * Nutrition tracking for several goals (e.g. weight loss & muscle building) * More than a calorie counter: keep an eye on those carbs proteins and fats as well * Integrated with Virtuagym Fitness for home & gym workouts * Earn rewards for eating healthy * Health app integration: Sync workouts from other apps and save your eaten calories carbs proteins and fat in the Health app so other apps can use this data WHY VIRTUAGYM IS THE BEST - Many other nutrition apps or calorie counters don<U+0082><c4><f4>t have a lot of knowledge about fitness. Therefore mistakes are being made with calorie tracking. Our apps are made in cooperation with fitness professionals and expert nutritionists making Virtuagym the most accurate app on the market. - It<U+0082><c4><f4>s not a regular calorie counter. We count everything: carbs proteins and fats allowing you to use Virtuagym food for other goals than weight loss like gaining weight and muscle building. - We were one of the first apps in the Health and Fitness category and over the last few years we have been featured in the Health and Fitness category in several countries. VALIDATED FOOD DATABASE Our food database is linked to several official food databases. These food databases are updated on a regular basis. The foods on this list have been validated by expert nutritionists. FOR A VARIETY OF GOALS: - Weight loss: focus on those calories to lose weight. Combine our calorie counter with exercising with Virtuagym Fitness and reach your goals! - Maintaining weight: find the diet plan that<U+0082><c4><f4>s right for you. You<U+0082><c4><f4>ll get a balanced diet plan with enough calories carbs proteins and fats. - Gain weight: eat eat eat. Find out which foods help you to reach your goals. - Building muscle: you<U+0082><c4><f4>ll need protein. Lots of protein. Use our protein counter to see which foods are best for you. DIFFERENT DIET PLANS: We have diet plans for multiple goals. You can select your own diet plan (low carb high protein low calorie whatever you want) and we provide you with your personal diet plan. Virtuagym Food comes with several diet plans: - Durable - High Protein Diet - Low Carb Diet - Muscle Building Diet - Athlete - Cardio - After Weight Loss Diet - Custom: select your own percentages of carbohydrates proteins and fats. Another good thing about Virtuagym Food is that it can be used by vegetarians as well. You can eat whatever you want. Just keep an eye on the nutrients. So if you are vegetarian just create your own vegetarian diet plan! FULLY INTEGRATED WITH VIRTUAGYM FITNESS - One account access to everything you need - Complete Workouts - 3D-animated exercises - Written exercise instructions - Progress tracking: over 30 values available CUSTOMER SERVICE Do you miss an exercise? Found a bug? Recommendations for the next version? Let us know! Feedback is always greatly appreciated. If you find a bug please email us at support@virtuagym.com. Rating 1 star doesn<U+0082><c4><f4>t help us to solve it. We<U+0082><c4><f4>re always there to help. Read a review of a satisfied Virtuagym-user: <U+0082><c4><fa>This app helps me so much! The few problems I had were solved on an incredible way by real people. That<U+0082><c4><f4>s very rare these days!<U+0082><c4><f9> LIKE VIRTUAGYM? Please rate us 5 stars so we can keep improving it :) We<U+0082><c4><f4>re continuously working on new features and we continuously add new 3D-animated exercises. If you have any suggestions let us know. If you want to stay updated get useful fitness tips or if you need motivation: follow us on Facebook and Twitter! Virtuagym Food: Helping you to live healthy and feel great. Get a free personalized nutrition plan by answering a few questions about your lifestyle and goals. We support plans for many goals: weight loss maintaining weight weight gain and building muscle. Eat what you want but keep an eye on those calories carbs and fats!FEATURES* Food Database Validated by Expert Nutritionists* Add your own foods* Save meals and add them instantly next time* Nutrition tracking for several goals (e.g. weight loss & muscle development)* More than a calorie counter: keep an eye on those carbs proteins and fats as well* Keep track of your weight fat percentage and lots of other body metrics in the Progress Tracker* Integrated with Virtuagym Fitness for home & gym workouts* Earn rewards for eating healthy WHAT MAKES VIRTUAGYM SPECIAL- Our apps are made in cooperation with fitness clubs / gyms personal trainers and expert nutritionists making Virtuagym the most comprehensive solution for workouts & nutrition coaching on the market. We<U+0082><c4><f4>re more than a calorie counter it<U+0082><c4><f4>s a complete ecosystem.- We support nutrition plans for multiple goals such as weight loss maintaining weight and muscle build. It<U+0082><c4><f4>s a calorie counter protein counter carb counter and fat counter in one fully integrated with our fitness tracker app with complete virtual trainer workouts. With these apps you can reach your goals faster than ever! - We are one of the leading apps in the Health and Fitness category and have been featured in the Health and Fitness category in several countries worldwide.- We are one of the first Food Tracker apps that use the Material Design guidelines by Google. This means the interface is very user friendly and intuitive. VALIDATED FOOD DATABASEOur food database is linked to several official food databases. These food databases are updated on a regular basis. The foods on this list have been validated by expert nutritionists. FOR A VARIETY OF GOALS:- Weight loss: focus on those calories to lose weight. Combine our calorie counter with exercising with Virtuagym Fitness and reach your goals!- Maintaining weight: find the diet plan that<U+0082><c4><f4>s right for you. You<U+0082><c4><f4>ll get a balanced diet plan with enough calories carbs proteins and fats.- Gain weight: eat eat eat. Find out which foods help you to reach your goals.- Building muscle: you<U+0082><c4><f4>ll need protein. Lots of protein. Use our protein counter to see which foods are best for you. DIFFERENT DIET PLANS:We have diet plans for multiple goals. You can select your own diet plan (low carb high protein low calorie whatever you want) and we provide you with your personal diet plan. Virtuagym Food comes with several diet plans:- Durable- High Protein Diet- Low Carb Diet- Muscle Building Diet- Athlete- Cardio - After Weight Loss Diet- Custom: select your own percentages of carbohydrates proteins and fats. Another good thing about Virtuagym Food is that it can be used by vegetarians as well. You can eat whatever you want. Just keep an eye on the nutrients you eat. So if you are vegetarian you can just stick to your own vegetarian diet plan with Food. FULLY INTEGRATED WITH VIRTUAGYM FITNESS- One account access to everything you need- Complete Workouts- 3D-animated exercises- Written exercise instructions- Progress tracking: over 30 values available CUSTOMER SERVICEWant the food database in your own language? Recommendations for the next version? Let us know! Feedback is always greatly appreciated. If you find a bug please email us at support@virtuagym.com. Rating 1 star doesn<U+0082><c4><f4>t help us to solve it.";"database input,custom input,barcode scanning,diet plans,generic input,labeled or packaged food products,nutrition goals,muscle building goals";"web api,file,advices,coaching,healthkit,virtuagym fitness - workouts for home & gym";"";"";"";"";;;;;;;;;;;;;;;;;;"virtuagym.com"
